,Quantidade,Tipo de ingresso,Status do participante,Como você se define,"Se outro, qual?",Como você se identifica?,"Se outro, qual?.1","Faz parte da população T (pessoa transgênera, travesti)?",Orientação sexual:,"Se outro, qual?.2",Pessoa com necessidades específicas?,"Se sim, qual?",Em qual UF você reside?,Em qual país você reside?,De quais edições da Python Brasil você já participou?,Você já participou de algum outro evento Python?,Você participou de outros eventos online durante a pandemia de covid-19?,Há quanto tempo você programa em Python?,Como você classificaria seu nível de conhecimento em Python?,Você é estudante?,Você trabalha com Python?,"Você pretende submeter alguma atividades (palestra, tutorial) para a Python Brasil?","Você faz parte de alguma comunidade local? (grupy, PUG, PyLadies, AfroPython)","Se sim, qual?.1","A Python Brasil possui um Código de Conduta (https://python.org.br/cdc) para assegurar que todas as pessoas se sintam confortáveis e seguras em seus ambientes. Para participar do evento, é necessário que você esteja ciente e respeite essas orientações."
1094,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de três anos,Iniciante,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1095,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,SP,,Python Brasil [13] - 2017 - Belo Horizonte - MG,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de cinco anos,Avançado,Não,Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1096,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RN,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Intermediário,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1097,1.0,Lote Único,Participando,Uma pessoa negra,,Mulher,,Não,Prefiro não responder,,Não,,PB,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1098,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,RN,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de um ano,Intermediário,Não,Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1099,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PR,,É a minha primeira vez no evento!,"Sim, eventos locais | Sim, eventos internacionais",Não,Há mais de três anos,Avançado,"Sim, pós-graduação ou especialização",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1100,1.0,Lote Único,Participando,Uma pessoa parda,,Mulher,,Não,Prefiro não responder,,Não,,RJ,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de três anos,Intermediário,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1101,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Lésbica,,Não,,MG,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1102,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Bisexual,,Não,,DF,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1103,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,RJ,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,"Sim, pós-graduação ou especialização","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1104,1.0,Lote Único,Participando,Outro,,Homem,,Não,Hétero,,Não,,RN,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de três anos,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1105,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Pansexual,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1106,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PE,,Python Brasil [14] - 2018 - Natal - RN | Python Brasil [10] - 2014 - Porto de Galinhas - Pernambuco,"Sim, eventos locais | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,Há mais de dez anos,Avançado,Não,Sim,"Não, vou apenas para participar",Sim,PUG-PE,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1107,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Bisexual,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de um ano,Iniciante,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1108,1.0,Lote Único,Participando,Uma pessoa negra,,Homem,,Não,Prefiro não responder,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo",Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1109,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RN,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1110,1.0,Lote Único,Participando,Uma pessoa parda,,Mulher,,Não,Bisexual,,Não,,PI,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,"Sim, pós-graduação ou especialização","Não, mas pretendo",Com certeza!,Sim,PyLadies,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1111,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Gay,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1112,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1113,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1114,1.0,Lote Único,Participando,Uma pessoa parda,,Mulher,,Não,Bisexual,,Não,,PI,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,Não,"Não, mas pretendo","Gostaria, mas tenho alguma insegurança quanto a isso",Sim,PyLadies Teresina,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1115,1.0,Lote Único,Participando,Uma pessoa negra,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Não,Não sei programar,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Sim,Pyladies,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1116,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,RS,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de um ano,Intermediário,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Sim,PyTche,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1117,1.0,Lote Único,Participando,Uma pessoa em busca de sua identidade,,Homem,,Não,Hétero,,Não,,PI,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,Não,"Não, mas pretendo","Não, vou apenas para participar",Sim,PUGPI,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1118,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Não sei programar,Nulo :D,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1119,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,RJ,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, pós-graduação ou especialização","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1120,1.0,Lote Único,Participando,Uma pessoa negra,,Homem,,Não,Bisexual,,Não,,DF,,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [14] - 2018 - Natal - RN | Python Brasil [13] - 2017 - Belo Horizonte - MG | Python Brasil [12] - 2016 - Florianópolis - SC | Python Brasil [11] - 2015 - São José dos Campos - SP | Python Brasil [10] - 2014 - Porto de Galinhas - Pernambuco | Edições anteriores à Python Brasil [10],"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,Não,Não,"Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1121,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de um ano,Intermediário,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1122,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,Python Brasil 2019 - Ribeirão Preto - SP,"Sim, eventos locais",Sim,Há mais de dez anos,Avançado,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1123,1.0,Lote Único,Participando,Outro,,Homem,,Não,Hétero,,Não,,RJ,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Intermediário,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1124,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,DF,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Sim,PyLadies DF,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1125,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1126,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,MG,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Intermediário,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Sim,PyData BH,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1127,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de dez anos,Avançado,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1128,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PR,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Intermediário,"Sim, pós-graduação ou especialização",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1129,1.0,Lote Único,Participando,Uma pessoa negra,,Mulher,,Não,Hétero,,Não,,RS,,Python Brasil [14] - 2018 - Natal - RN,"Sim, eventos locais | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Não,Há mais de um ano,Intermediário,"Sim, graduação ou tecnólogo",Não,"Gostaria, mas tenho alguma insegurança quanto a isso",Sim,AfroPython,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1130,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Não sei programar,Nulo :D,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1131,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PR,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1132,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Intermediário,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1133,1.0,Lote Único,Participando,Uma pessoa parda,,Mulher,,Não,Lésbica,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,"Não programo em Python, mas sei programar em outras linguagens",Nulo :D,"Sim, graduação ou tecnólogo",Não,"Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1134,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,MG,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de três anos,Intermediário,"Sim, pós-graduação ou especialização","Não, mas pretendo","Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1135,1.0,Lote Único,Participando,Uma pessoa negra,,Homem,,Não,Hétero,,Não,,RJ,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, pós-graduação ou especialização","Não, mas pretendo","Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1136,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,BA,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1137,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de três anos,Intermediário,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1138,1.0,Lote Único,Participando,Uma pessoa negra,,Mulher,,Não,Bisexual,,Não,,RJ,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1139,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Prefiro não responder,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Intermediário,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1140,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,MG,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Nulo :D,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1141,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Pansexual,,Não,,Não moro no Brasil,Alemanha,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [14] - 2018 - Natal - RN | Python Brasil [12] - 2016 - Florianópolis - SC | Python Brasil [11] - 2015 - São José dos Campos - SP,"Sim, eventos locais | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) | Sim, eventos internacionais",Não,Há mais de três anos,Intermediário,Não,Sim,Com certeza!,Sim,Pyladies,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1142,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,DF,,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [14] - 2018 - Natal - RN | Python Brasil [13] - 2017 - Belo Horizonte - MG | Python Brasil [12] - 2016 - Florianópolis - SC,"Sim, eventos locais | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Não,Há mais de um ano,Intermediário,Não,Não,"Não, vou apenas para participar",Sim,"GrupyDF, PyladiesDF (Administração), CalangoHC ",Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1143,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Bisexual,,Não,,RJ,,Python Brasil [13] - 2017 - Belo Horizonte - MG,"Sim, eventos locais | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Não,Há mais de um ano,Iniciante,Não,Sim,"Não, vou apenas para participar",Sim,PyLadies RJ,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1144,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,MG,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1145,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,Há mais de cinco anos,Intermediário,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1146,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,SP,,Python Brasil 2019 - Ribeirão Preto - SP,"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,Há mais de cinco anos,Intermediário,Não,Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1147,1.0,Lote Único,Participando,Uma pessoa em busca de sua identidade,,Homem,,Não,Hétero,,Não,,PI,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
1148,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,MG,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,Não,Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
